link,language,words,kudos,comments,bookmarks,hits
https://archiveofourown.org/works/45262813,English,"14,017",473,85,52,5765
https://archiveofourown.org/works/45588253,English,"1,283",373,32,32,1821
https://archiveofourown.org/works/45586645,English,"2,065",74,20,12,829
https://archiveofourown.org/works/45168628,English,"12,595",320,123,46,5034
https://archiveofourown.org/works/45579649,English,"1,871",156,9,8,1736
https://archiveofourown.org/works/45577135,English,"2,412",179,20,15,1499
https://archiveofourown.org/works/45577765,English,465,39,3,1,610
https://archiveofourown.org/works/45574216,English,"15,804",53,6,11,1154
https://archiveofourown.org/works/45575893,English,531,152,6,9,1245
https://archiveofourown.org/works/45575416,English,"1,253",288,18,23,1372
https://archiveofourown.org/works/45575278,English,308,55,4,2,519
https://archiveofourown.org/works/44845486,English,"6,053",537,17,65,6286
https://archiveofourown.org/works/45568291,English,721,108,17,8,666
https://archiveofourown.org/works/45567121,English,"2,685",25,4,3,170
https://archiveofourown.org/works/45107590,English,"4,215",99,23,24,1091
https://archiveofourown.org/works/45565012,English,14,4,2,0,184
https://archiveofourown.org/works/45562273,English,"2,508",197,36,25,1522
https://archiveofourown.org/works/45556723,English,"1,725",89,7,6,882
https://archiveofourown.org/works/45556270,English,"4,337",101,22,4,660
https://archiveofourown.org/works/45553405,English,"1,496",55,2,6,519
https://archiveofourown.org/works/45376639,English,"15,832",54,19,5,1367
https://archiveofourown.org/works/45017971,English,"4,030",91,9,6,1981
https://archiveofourown.org/works/45426244,English,"4,008",299,16,22,2934
https://archiveofourown.org/works/44825602,English,"3,040",245,30,21,2516
https://archiveofourown.org/works/45537277,English,"1,178",413,25,41,2422
https://archiveofourown.org/works/45441367,English,"13,460",161,18,28,2500
https://archiveofourown.org/works/45528430,English,"3,172",66,2,6,521
https://archiveofourown.org/works/45236776,English,"8,292",286,31,39,5155
https://archiveofourown.org/works/45526300,English,"3,284",85,19,10,758
https://archiveofourown.org/works/45525943,English,"2,595",20,0,2,314
https://archiveofourown.org/works/45519622,English,"2,181",49,0,3,562
https://archiveofourown.org/works/45525202,English,"2,464",208,23,28,998
https://archiveofourown.org/works/45525127,English,"1,300",26,3,3,337
https://archiveofourown.org/works/45523807,English,"4,090",200,5,19,1586
https://archiveofourown.org/works/45521722,English,"2,403",27,1,4,420
https://archiveofourown.org/works/45517816,English,"2,432",122,11,6,1011
https://archiveofourown.org/works/45517432,English,"2,140",84,4,7,999
https://archiveofourown.org/works/45516481,English,"2,590",29,5,2,875
https://archiveofourown.org/works/45351325,English,"1,596",23,1,1,620
https://archiveofourown.org/works/45512512,English,"1,157",375,22,43,2051
https://archiveofourown.org/works/45512335,English,783,21,0,4,109
https://archiveofourown.org/works/45511150,Русский,"2,192",8,2,0,32
https://archiveofourown.org/works/45507604,English,"4,040",352,19,39,2280
https://archiveofourown.org/works/45363172,English,"4,817",227,56,17,2615
https://archiveofourown.org/works/45505093,English,261,20,0,0,147
https://archiveofourown.org/works/45504967,English,430,30,0,2,219
https://archiveofourown.org/works/45504391,English,"1,491",22,2,1,175
https://archiveofourown.org/works/45504439,English,"1,252",82,2,12,1869
https://archiveofourown.org/works/45499567,English,"1,204",131,14,16,1382
https://archiveofourown.org/works/45495526,Українська,532,7,0,0,32
https://archiveofourown.org/works/45477271,English,"4,417",154,10,16,1750
https://archiveofourown.org/works/45267952,English,"5,471",30,4,3,916
https://archiveofourown.org/works/45486436,English,"1,001",389,30,34,2105
https://archiveofourown.org/works/45431953,English,"8,273",132,23,16,3219
https://archiveofourown.org/works/45475927,English,"2,088",158,7,13,1448
https://archiveofourown.org/works/45473536,English,348,17,0,1,181
https://archiveofourown.org/works/45472867,English,"10,648",189,34,24,1669
https://archiveofourown.org/works/45450130,English,"11,192",276,54,50,2548
https://archiveofourown.org/works/45446524,English,"4,696",104,7,4,1325
https://archiveofourown.org/works/45463279,English,"1,085",215,44,18,1293
https://archiveofourown.org/works/45461035,English,"2,998",43,0,6,658
https://archiveofourown.org/works/45438514,English,"4,691",260,53,20,2444
https://archiveofourown.org/works/45460267,English,269,15,0,3,416
https://archiveofourown.org/works/45457660,English,"1,825",154,3,10,1099
https://archiveofourown.org/works/45457342,English,"3,870",236,30,20,1560
https://archiveofourown.org/works/45447781,English,"4,486",214,19,23,2324
https://archiveofourown.org/works/45453571,English,"1,661",107,4,5,861
https://archiveofourown.org/works/45452593,English,"4,049",131,22,15,1181
https://archiveofourown.org/works/45452533,Português brasileiro,"6,387",6,3,0,401
https://archiveofourown.org/works/45443701,English,"3,244",17,0,1,122
https://archiveofourown.org/works/45436432,English,"4,373",16,0,2,400
https://archiveofourown.org/works/45429529,English,"2,970",44,10,1,670
https://archiveofourown.org/works/45428755,English,"4,121",245,37,25,1147
https://archiveofourown.org/works/45427066,English,"2,489",27,8,5,235
https://archiveofourown.org/works/45422758,English,"2,994",117,20,11,1071
https://archiveofourown.org/works/44740321,English,"11,580",25,9,9,803
https://archiveofourown.org/works/45417862,English,"1,062",51,10,11,502
https://archiveofourown.org/works/45416998,English,"10,581",148,14,19,1279
https://archiveofourown.org/works/45412558,English,"6,293",176,10,16,1398
https://archiveofourown.org/works/45409504,English,33,1,2,0,137
https://archiveofourown.org/works/45406873,English,"1,624",117,11,9,956
