release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
Jul 42021, High: Confessions of an Ibiza Drug Mule , United Kingdom , 07/05/2021 , Documentary ,6,,242,season 1 
Jul 42021, We The People , United States , 07/04/2021 , Animation ,4.1,67,,season 1 
Jul 22021, Big Timber , United States , 10/08/2020 , Reality-Show ,6.9,,595,season 1 
Jul 22021, Mortel , France , 11/21/2019 , Science Fiction ,6.5,,39,season 2 
Jul 12021, Masameer County , Saudi Arabia , 07/01/2021 , Animation ,8,,613,season 1 
Jul 12021, Generazione 56k , Italy , 07/01/2021 , Comedy ,7.4,,135,season 1 
Jul 12021, Young Royals , Sweden , 07/01/2021 , Drama ,8.3,100,2808,season 1 
Jun 302021, Sophie: A Murder In West Cork , United Kingdom , 06/30/2021 , Documentary ,6.8,92,1045,season 1 
Jun 302021, Somos. , Mexico , 06/30/2021 , Crime ,6.5,67,261,
Jun 292021, StarBeam , United States , 04/03/2020 , Animation ,7.3,,173,season 4 
Jun 252021, Ray , India , 06/25/2021 , Crime ,7.1,78,1041,season 1 
Jun 252021, Visions of Us: LGBTQ+ Latine Representation in TV & Film , United States , 06/25/2021 , Documentary , ,,,
Jun 252021, Sex/Life , United States , 06/25/2021 , Drama ,5.5,21,45416,season 1 
Jun 242021, Jiva! , South Africa , 06/24/2021 , Drama , ,,201,season 1 
Jun 242021, The Naked Director , Japan , 08/08/2019 , Drama ,7.7,,622,season 2 
Jun 232021, The Parisian Agency: Exclusive Properties , France , 06/23/2021 , Reality-Show ,7.5,,207,
Jun 232021, Too Hot to Handle , United States , 04/17/2020 , Reality-Show ,4.7,,35050,season 2 
Jun 192021, Nevertheless , South Korea , 06/19/2021 , Drama ,7.1,80,7247,season 1 
Jun 182021, So Not Worth It , South Korea , 06/18/2021 , Comedy ,7,80,182,
Jun 182021, The World's Most Amazing Vacation Rentals , United States , 06/18/2021 , Reality-Show ,6.8,,399,season 1 
Jun 182021, Elite , Spain , 10/05/2018 , Crime ,7.3,93,36641,season 4 
Jun 172021, Record of Ragnarok , Japan , 06/17/2021 , Animation ,6.4,72,6707,season 1 
Jun 172021, Katla , Iceland , 06/17/2021 , Science Fiction ,7,100,3448,season 1 
Jun 172021, Hospital Playlist , South Korea , 03/12/2020 , Drama ,8.8,,11169,season 2 
Jun 172021, Black Summer , United States , 04/11/2019 , Horror ,6.6,87,770,season 2 
Jun 162021, Elite Short Stories: Omar Ander Alexis , Spain , 06/16/2021 , Crime ,7.2,,461,
Jun 162021, Penguin Town , South Africa , 06/16/2021 , Documentary ,7.9,100,6,season 1 
Jun 152021, Elite Short Stories: Nadia Guzmán , Spain , 06/15/2021 , Crime ,6.2,,906,
Jun 142021, Elite Short Stories: Guzmán Caye Rebe , Spain , 06/14/2021 , Crime ,7.4,,797,
Jun 132021, Tuca & Bertie , United States , 05/03/2019 , Animation ,7.4,99,76,season 2 
Jun 112021, Lupin , France , 01/08/2021 , Crime ,7.5,97,42707,season 2 
Jun 102021, Trese , Philippines , 06/11/2021 , Animation ,7,75,409,season 1 
Jun 102021, Locombianos , Colombia , 06/10/2021 , Documentary ,3.7,,,
Jun 92021," Fresh, Fried & Crispy ", United States , 06/09/2021 , Reality-Show ,6.3,41,41,season 1 
Jun 42021, Sweet Tooth , United States , 06/04/2021 , Superhero ,7.8,97,25363,season 1 
Jun 42021, Feel Good , United Kingdom , 03/18/2020 , Comedy ,7.5,100,55,season 2 
Jun 32021, Pretty Guardians Sailor Moon Eternal The Movie , Japan , 06/03/2021 , Animation ,6.9,,886,
Jun 32021, Creator’s File: GOLD , United States , 06/03/2021 , Comedy ,6.1,,28,season 1 
Jun 32021, Summertime , Italy , 04/29/2020 , Drama ,6.1,89,2774,season 2 
May 312021, Racket Boys , South Korea , 05/31/2021 , Drama ,4.3,,986,
May 282021, The Kominsky Method , United States , 11/16/2018 , Comedy ,8.2,93,1393,season 3 
May 272021, Eden , United States , 05/27/2021 , Animation ,6.6,,,season 1 
May 272021, Ragnarok , Norway , 01/31/2020 , Fantasy ,7.5,70,7575,season 2 
May 262021, High on the Hog: How African American Cuisine Transformed America , United States , 05/26/2021 , Documentary ,7.7,,10,season 1 
May 242021, Mad for Each Other , South Korea , 05/24/2021 , Comedy ,7.9,88,417,
May 232021, Master of None , United States , 11/06/2015 , Comedy ,8.2,94,184,season 3 
May 212021, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 3 
May 212021, The Neighbor , Spain , 12/31/2019 , Comedy ,4.8,,91,season 2 
May 202021, Special , United States , 04/12/2019 , Comedy ,7.6,98,,season 2 
May 192021, Who Killed Sara? , Mexico , 03/24/2021 , Crime ,6.4,41,37208,season 2 
May 142021, Halston , United States , 05/14/2021 , Drama ,7.5,65,2015,season 1 
May 142021," Love, Death & Robots ", United States , 03/15/2019 , Animation ,8.4,85,7341,season 2 
May 142021, Haunted , United States , 10/19/2018 , Horror ,4.7,31,5,season 3 
May 132021, Castlevania , United States , 07/07/2017 , Animation ,8.3,94,1999,season 4 
May 122021, The Upshaws , United States , 05/12/2021 , Comedy ,6.9,84,1174,season 1 
May 112021," Money, Explained ", United States , 05/11/2021 , Documentary ,6.9,67,565,season 1 
May 102021, Escape The Undertaker , United States , 05/10/2021 , Reality-Show ,4.2,,8,
May 72021, The Circle: The Afterparty , United States , 05/07/2021 , Broadcast , ,,55,
May 72021, Jupiter's Legacy , United States , 05/07/2021 , Superhero ,6.7,42,10782,season 1 
May 72021, Dynasty , United States , 10/11/2017 , Drama ,7.3,,28135,season 4 
May 62021, From Cradle to Stage , United States , 01/01/2021 , Documentary , ,,,season 1 
May 52021, Human: The World Within , United States , 05/05/2021 , Documentary ,6.8,,946,season 1 
May 52021, Lava Ka Dhaava , India , 05/05/2021 , Reality-Show ,6.5,,,
May 52021, The Sons of Sam: A Descent Into Darkness , United States , 05/05/2021 , Documentary ,7,58,2108,season 1 
May 42021, Selena: The Series , Mexico , 12/04/2020 , Drama ,6.9,24,5884,season 2 
Apr 302021, Pet Stars , United States , 04/30/2021 , Reality-Show ,5.4,,,season 1 
Apr 302021, The Innocent , Spain , 04/30/2021 , Crime ,7.8,,11843,season 1 
Apr 302021, The Unremarkable Juanquini , Colombia , 05/15/2020 , Comedy ,4.3,,294,season 2 
Apr 292021, Yasuke , Japan , 04/29/2021 , Animation ,6.2,93,775,season 1 
Apr 282021, Headspace Guide to Sleep , United States , 04/28/2021 , Documentary ,6.8,,262,season 1 
Apr 282021, Sexify , Poland , 04/28/2021 , Comedy ,6.5,83,13208,season 1 
Apr 272021, Fatma , Turkey , 04/27/2021 , Mystery ,7.4,88,1680,season 1 
Apr 272021, Go! Go! Cory Carson , United States , 01/04/2020 , Animation ,7.8,100,70,season 4 
Apr 262021, The Queen of Flow , Colombia , 06/12/2018 , Drama ,7.7,,24083,season 2 
Apr 242021, Shadow and Bone - The Afterparty , United States , 04/24/2021 , Talk Show , ,,,
Apr 232021, Shadow and Bone , United States , 04/23/2021 , Fantasy ,7.6,88,29589,season 1 
Apr 212021, Zero , Italy , 04/21/2021 , Science Fiction ,5.8,53,981,season 1 
Apr 202021, Izzy's Koala World , Australia , 09/15/2020 , Documentary ,8,,144,season 2 
Apr 202021, Glow Up: Britain's Next Make-Up Star , United Kingdom , 03/05/2019 , Reality-Show ,6.9,,2894,season 3 
Apr 182021, Luis Miguel: The Series , Mexico , 04/22/2018 , Drama ,8,,5345,season 2 
Apr 162021, Dad Stop Embarrassing Me - The Afterparty , United States , 04/16/2021 , Talk Show , ,,,
Apr 162021, Fast and Furious Spy Racers , United States , 12/26/2019 , Animation ,5.9,,1577,season 4 
Apr 162021, Van Helsing , United States , 09/23/2016 , Animation ,6.2,53,233,season 5 
Apr 142021, Law School , South Korea , 04/14/2021 , Crime ,8,100,3532,
Apr 142021, Dad Stop Embarrassing Me! , United States , 04/14/2021 , Comedy ,4.2,25,952,season 1 
Apr 142021, The Circle , United States ,     Netflix , Relationship ,7.2,60,10757,season 2 
Apr 132021, My Love: Six Stories of True Love , United States , 04/13/2021 , Documentary , ,,,
Apr 132021, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 3 
Apr 112021, The Girl from Oslo , Norway , 04/11/2021 , Drama ,6.3,75,3315,season 1 
Apr 112021, Edens Zero , Japan , 04/11/2021 , Animation ,7.1,92,303,
Apr 82021, The Way of the Househusband , Japan , 04/08/2021 , Animation ,7.3,86,1301,
Apr 72021, This is a Robbery: The World's Biggest Art Heist , United States , 04/07/2021 , Documentary ,6.5,,1462,season 1 
Apr 72021, The Wedding Coach , United States , 04/07/2021 , Reality-Show ,5,,,season 1 
Apr 72021, Snabba Cash , Sweden , 04/07/2021 , Crime ,7.6,,3395,season 1 
Apr 72021, The Big Day , United States , 02/14/2021 , Reality-Show ,6.4,,235,season 2 
Apr 52021, Family Reunion , United States , 07/10/2019 , Comedy ,6.6,,2047,season 3 
Apr 22021, The Serpent , United Kingdom , 04/02/2021 , Crime ,7.6,68,14055,season 1 
Apr 12021, Shaman King , Japan , 04/01/2021 , Animation ,7,,2344,season 1 
Apr 12021, Worn Stories , United States , 04/01/2021 , Documentary ,6.7,100,22,season 1 
Apr 12021, Prank Encounters , United States , 10/25/2019 , Reality-Show ,5.3,40,6,season 2 
Apr 12021, Manifest , United States , 09/24/2018 , Mystery ,7.1,78,69564,season 3 
Mar 312021, The Rational Life , China , 03/31/2021 , Drama ,8,,581,season 1 
Mar 312021, Haunted: Latin America , United States , 03/31/2021 , Horror , ,,697,season 1 
Mar 282021, Alba , Spain , 03/28/2021 , Drama ,6.4,,8140,season 1 
Mar 262021, Magic for Humans Spain , Spain , 03/26/2021 , Reality-Show ,6,,10,season 1 
Mar 262021, The Irregulars , United Kingdom , 03/26/2021 , Crime ,6,80,8959,season 1 
Mar 262021, Nailed It! , United States , 03/09/2018 , Reality-Show ,7.5,74,403,season 5 
Mar 252021, Godzilla Singular Point , Japan , 04/01/2021 , Animation ,6.5,71,112,season 1 
Mar 252021, DOTA: Dragon's Blood , United States , 03/25/2021 , Animation ,7.8,,1960,season 1 
Mar 252021, DOTA: Dragon's Blood , United States , 03/25/2021 , Animation ,7.8,,1960,
Mar 242021, Who Killed Sara? , Mexico , 03/24/2021 , Crime ,6.4,41,37208,season 1 
Mar 202021, Final Space , United States , 02/26/2018 , Animation ,8.3,85,398,season 3 
Mar 192021, Country Comfort , United States , 03/19/2021 , Comedy ,6.8,57,389,season 1 
Mar 192021, Sky Rojo , Spain , 03/19/2021 , Crime ,6.6,,8036,season 1 
Mar 192021, Alien TV , Australia , 08/21/2020 , Animation ,6.3,,167,season 2 
Mar 192021, Formula 1: Drive to Survive , United Kingdom , 03/08/2019 , Documentary ,8.6,57,15677,season 3 
Mar 182021, Glória , Portugal , 11/05/2021 , Drama ,7.9,,317,season 1 
Mar 182021, B: The Beginning , Japan , 03/02/2018 , Animation ,7.1,,,season 2 
Mar 172021, Under Suspicion: Uncovering the Wesphael Case , Belgium , 03/17/2021 , Documentary ,6.3,,,
Mar 162021, Waffles + Mochi , United States , 03/16/2021 , Reality-Show ,7.7,,14,season 1 
Mar 152021, Zero Chill , United Kingdom , 03/15/2021 , Drama ,5.7,,1631,season 1 
Mar 152021, Abla Fahita: Drama Queen , Egypt , 03/15/2021 , Comedy ,6.6,,509,season 1 
Mar 152021, The Lost Pirate Kingdom , United States , 03/15/2021 , Documentary ,6.6,,2432,season 1 
Mar 152021, The Casketeers , New Zealand , 12/21/2018 , Documentary ,7.5,,,season 4 
Mar 122021, The One , United Kingdom , 03/12/2021 , Science Fiction ,6.6,41,6824,season 1 
Mar 122021, Love Alarm , South Korea , 08/22/2019 , Drama ,6.7,80,2068,season 2 
Mar 122021, Paradise PD , United States , 08/31/2018 , Animation ,6.8,44,1834,season 3 
Mar 102021, Last Chance U: Basketball , United States , 03/10/2021 , Documentary ,8.3,100,429,season 1 
Mar 102021, Marriage or Mortgage , United States , 03/10/2021 , Reality-Show ,5.3,64,173,season 1 
Mar 102021, Caid , France , 03/10/2021 , Crime ,6.2,,278,season 1 
Mar 92021, The Houseboat , Germany , 03/09/2021 , Documentary ,7.1,,109,
Mar 92021, StarBeam , United States , 04/03/2020 , Animation ,7.3,,173,season 3 
Mar 82021, Bombay Begums , India , 03/08/2021 , Drama ,5.1,88,1386,
Mar 72021, Good Girls , United States , 02/26/2018 , Comedy ,7.7,86,15059,season 4 
Mar 62021, This Is Pop , Canada , 03/06/2021 , Documentary ,6.9,89,24,season 1 
Mar 52021, Nevenka: Breaking the Silence , Spain , 03/05/2021 , Documentary ,6.9,,55,
Mar 52021, City of Ghosts , United States , 03/05/2021 , Animation ,7.6,100,,
Mar 42021, Pacific Rim: The Black , United States , 03/04/2021 , Animation ,7.1,71,341,season 1 
Mar 32021, Murder Among the Mormons , United States , 03/03/2021 , Documentary ,7,89,915,season 1 
Feb 282021, Attenborough's Life in Colour , Australia , 04/22/2021 , Documentary ,8.2,,1908,season 1 
Feb 282021, Kayko and Kokosh , Poland , 02/28/2021 , Animation ,6.3,,67,
Feb 282021, High-Rise Invasion , Japan , 02/25/2021 , Animation ,6.5,65,186,season 1 
Feb 242021, Age of Samurai: Battle for Japan , United States , 02/24/2021 , Documentary ,7.4,,3850,season 1 
Feb 242021, Canine Intervention , United States , 02/24/2021 , Reality-Show ,6.6,68,,season 1 
Feb 242021, Ginny & Georgia , United States , 02/24/2021 , Drama ,7.5,64,55815,season 1 
Feb 212021, The Cook of Castamar , Spain , 02/21/2021 , Drama ,7.4,91,7006,
Feb 192021, Tribes of Europa , Germany , 02/19/2021 , Science Fiction ,6.7,92,4546,season 1 
Feb 182021, Rust Valley Restorers , Canada , 12/06/2018 , Documentary ,7.7,83,649,season 3 
Feb 172021, Sisyphus: The Myth , South Korea , 02/17/2021 , Science Fiction ,7,,5685,season 1 
Feb 172021, Behind Her Eyes , United Kingdom , 02/17/2021 , Crime ,7.2,63,17409,season 1 
Feb 172021, Amend: The Fight for America , United States , 02/17/2021 , Documentary ,8,100,,season 1 
Feb 162021, Why Are You Like This? , Australia , 02/16/2021 , Comedy ,6.5,63,,season 1 
Feb 162021, Workin' Moms , Canada , 01/10/2017 , Comedy ,7.8,71,7136,season 5 
Feb 152021, The Crew , United States , 02/15/2021 , Comedy ,6.5,,705,season 1 
Feb 142021, The Big Day , United States , 02/14/2021 , Reality-Show ,6.4,,235,season 1 
Feb 122021, Buried by the Bernards , United States , 02/12/2021 , Reality-Show ,7.2,95,1,season 1 
Feb 102021, Crime Scene: The Vanishing at the Cecil Hotel , United States , 02/10/2021 , Documentary ,6,76,6240,season 1 
Feb 82021, Black Lightning , United States , 01/16/2018 , Superhero ,6.1,95,147,season 4 
Feb 52021, Invisible City , Canada , 02/05/2021 , Mystery ,7.2,,1713,season 1 
Feb 32021, Until Life Do Us Part , Portugal , 02/03/2021 , Drama ,7.4,,7,season 1 
Feb 32021," Hello, Me! ", South Korea , 02/03/2021 , Comedy ,7.3,,214,
Feb 32021, Firefly Lane , United States , 02/03/2021 , Drama ,7.5,48,29717,season 1 
Feb 22021, Kid Cosmic , United States , 02/02/2021 , Animation ,7.9,91,,season 1 
Feb 22021, Mighty Express , United States , 09/22/2020 , Animation ,3.9,,638,season 2 
Feb 22021, Interior Design Masters , United Kingdom , 01/01/2019 , Reality-Show ,6.5,40,28,season 2 
Feb 22021, Tiffany Haddish Presents: They Ready , United States , 08/14/2019 , Documentary ,6.7,53,,season 2 
Jan 292021, We Are: The Brooklyn Saints , United States , 01/29/2021 , Documentary ,6.5,91,,season 1 
Jan 272021, 50M2 , Turkey , 01/27/2021 , Crime ,6.9,,1611,season 1 
Jan 272021, Scissor Seven , China , 01/10/2020 , Animation ,8.4,86,2,season 3 
Jan 272021, Bonding , Spain , 04/24/2019 , Comedy ,7.1,73,116,season 2 
Jan 262021, Go Dog Go , United States , 01/26/2021 , Animation ,7.2,,2886,season 1 
Jan 262021, Marcella , United Kingdom , 04/04/2016 , Crime ,7.4,65,1220,season 3 
Jan 232021, Love Marriage Divorce , South Korea , 01/23/2021 , Drama ,6.8,,3485,
Jan 222021, Fate: The Winx Saga , Italy , 01/22/2021 , Fantasy ,6.8,45,23519,season 1 
Jan 222021, Jurassic World: Camp Cretaceous , United States , 09/17/2020 , Animation ,7.5,92,16375,season 2 
Jan 222021, Blown Away , Canada , 07/12/2019 , Reality-Show ,7.2,27,275,season 2 
Jan 222021, Beomineun baro neo , South Korea , 05/04/2018 , Broadcast , ,,,season 3 
Jan 202021, Madre solo hay dos , Mexico , 01/20/2021 , Comedy ,7.3,82,7382,
Jan 202021, Spycraft , United States , 01/20/2021 , Documentary ,6.7,50,2580,season 1 
Jan 192021, Top Secret UFO Projects: Declassified , United States , 01/19/2021 , Documentary ,5.6,,2790,season 1 
Jan 192021, Hello Ninja , United States , 11/01/2019 , Animation ,6.9,,7,season 4 
Jan 192021, Kim's Convenience , Canada , 10/11/2016 , Comedy ,8.2,86,487,season 5 
Jan 152021, Bling Empire , United States , 01/15/2021 , Reality-Show ,5.8,,5671,season 1 
Jan 152021, Carmen Sandiego , Canada , 01/18/2019 , Animation ,7.9,95,50,season 4 
Jan 152021, Disenchantment , United States , 08/17/2018 , Animation ,7.2,65,5002,season 2 
Jan 132021, Night Stalker: The Hunt For a Serial Killer , United States , 01/13/2021 , Documentary ,7.5,71,2449,season 1 
Jan 132021, The Seven Deadly Sins , Japan , 10/05/2014 , Animation ,7.9,,8534,season 4 
Jan 82021, Pretend It's a City , United States , 01/08/2021 , Documentary ,8,91,1,season 1 
Jan 82021, Mighty Little Bheem: Kite Festival , India , 01/08/2021 , Animation ,7.5,,,season 1 
Jan 82021, Lupin , France , 01/08/2021 , Crime ,7.5,97,42707,season 1 
Jan 82021, Memorias de Idhún , Spain , 09/10/2020 , Animation ,5.4,,13,season 2 
Jan 82021, Inside the World's Toughest Prisons , United Kingdom , 04/20/2016 , Documentary ,6.3,,3308,season 5 
Jan 62021, Surviving Death , United States , 01/06/2021 , Documentary ,6.4,17,655,season 1 
Jan 52021, Gabby's Dollhouse , United States , 01/05/2021 , Animation ,7.2,,5479,season 1 
Jan 52021, History of Swear Words , United States , 01/05/2021 , Documentary ,6.4,,578,season 1 
Jan 52021, Nailed It! Mexico , United States , 02/08/2019 , Reality-Show ,6.3,,32,season 3 
Jan 12021, Ideias à Venda , Brazil , 01/01/2021 , Reality-Show , ,,,
Jan 12021, Azcárate: No Holds Barred , Colombia , 01/01/2021 , Documentary ,4,,,
Jan 12021, The Coyotes , Belgium , 01/01/2021 , Drama ,9.1,,,
Jan 12021, Cobra Kai - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
Jan 12021, Bridgerton - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
Jan 12021, Bling Empire - The Afterparty , United States , 01/01/2021 , Talk Show , ,,,
Jan 12021, Ginny & Georgia - The Afterparty , United States , 01/01/2021 , Talk Show , ,,196,
Jan 12021, Headspace Guide to Meditation , United States , 01/01/2021 , Documentary ,8.4,,490,season 1 
Jan 12021, Dream Home Makeover , United States , 10/16/2020 , Reality-Show ,5.7,,1020,season 2 
Jan 12021, Monarca , Mexico , 09/13/2019 , Drama ,7.8,,901,season 2 
Jan 12021, Cobra Kai , United States , 05/02/2018 , Action ,8.5,94,41951,season 3 
Dec 312020, Chilling Adventures of Sabrina , United States , 10/26/2018 , Fantasy ,7.4,82,5665,season 4 
Dec 302020, SanPa Sins of the Savior , Italy , 12/30/2020 , Documentary ,7.8,,196,season 1 
Dec 302020, Best Leftovers Ever! , United States , 12/30/2020 , Reality-Show ,5.7,38,37,season 1 
Dec 302020, Equinox , Denmark , 12/30/2020 , Mystery ,6.1,100,1441,season 1 
Dec 302020, Transformers: War for Cybertron , United States , 07/30/2020 , Animation ,7.2,90,250,season 2 
Dec 262020, Go! Go! Cory Carson , United States , 01/04/2020 , Animation ,7.8,100,70,season 3 
