,fanfic_id,kudos,bookmarks,comments,hits,date_scraped
4214,26548330,25,2,2,285,2023-08-16
4215,26274640,17,,3,262,2023-08-16
4216,26232238,78,1,13,"4,195",2023-08-16
4217,26124490,29,1,3,209,2023-08-16
4218,26029258,20,2,2,462,2023-08-16
4219,25885441,25,2,2,547,2023-08-16
4220,25940761,117,15,18,863,2023-08-16
4221,25940392,26,,10,904,2023-08-16
4222,25932946,339,37,27,"3,251",2023-08-16
4223,25937359,294,21,20,"2,167",2023-08-16
4224,25935415,88,5,9,964,2023-08-16
4225,25926367,267,23,24,"3,181",2023-08-16
4226,25933117,235,28,10,"1,969",2023-08-16
4227,25932928,579,74,33,"3,929",2023-08-16
4228,25885444,85,8,17,"1,234",2023-08-16
4229,25723498,40,3,2,594,2023-08-16
4230,25713040,23,1,6,290,2023-08-16
4231,25476073,104,9,25,809,2023-08-16
4232,25455178,21,3,12,691,2023-08-16
4233,25332982,15,,2,137,2023-08-16
4234,25245310,1,,1,28,2023-08-16
4235,25245262,1,,,37,2023-08-16
4236,25227376,1,,,68,2023-08-16
4237,25193095,207,15,6,"4,756",2023-08-16
4238,25148770,108,5,9,"1,026",2023-08-16
4239,24993562,44,7,2,574,2023-08-16
4240,24849106,36,2,7,301,2023-08-16
4241,24772948,20,1,5,143,2023-08-16
4242,24743593,231,40,96,"4,868",2023-08-16
4243,24737563,25,2,3,379,2023-08-16
4244,24644989,79,12,10,922,2023-08-16
4245,24622858,87,10,37,"1,686",2023-08-16
4246,24595771,459,68,48,"5,563",2023-08-16
4247,24573928,57,6,15,489,2023-08-16
4248,24522589,25,1,9,177,2023-08-16
4249,24517390,81,3,9,"1,124",2023-08-16
4250,24482638,199,14,69,"4,444",2023-08-16
4251,24489085,23,,6,228,2023-08-16
4252,24437158,29,2,10,474,2023-08-16
4253,24390499,122,8,5,"1,446",2023-08-16
4254,24305455,28,3,6,455,2023-08-16
4255,24256678,146,11,24,"1,207",2023-08-16
4256,24187276,372,42,25,"3,906",2023-08-16
4257,24170476,165,9,16,"1,330",2023-08-16
4258,24163342,52,3,3,825,2023-08-16
4259,24109855,194,37,113,"3,760",2023-08-16
4260,23971717,121,4,9,"1,974",2023-08-16
4261,23957722,242,24,16,"1,966",2023-08-16
4262,23761342,545,102,115,"9,796",2023-08-16
4263,23740597,163,7,14,"1,430",2023-08-16
4264,23654395,29,3,,303,2023-08-16
4265,23603995,81,5,11,552,2023-08-16
4266,23582608,31,3,8,244,2023-08-16
4267,23411062,210,17,19,"2,847",2023-08-16
4268,23349382,71,8,18,437,2023-08-16
4269,23323174,115,6,4,"1,318",2023-08-16
4270,23286004,27,5,9,146,2023-08-16
4271,23202952,22,,11,242,2023-08-16
4272,23134495,29,3,35,378,2023-08-16
4273,23129728,49,8,21,575,2023-08-16
4274,23073532,28,2,12,357,2023-08-16
4275,23019259,11,1,,92,2023-08-16
4276,22852282,210,13,11,"1,945",2023-08-16
4277,22852168,106,8,6,"1,425",2023-08-16
4278,22741834,90,6,7,"1,379",2023-08-16
4279,22699609,318,29,24,"2,343",2023-08-16
4280,22640254,26,,2,"2,986",2023-08-16
4281,22639894,82,8,8,640,2023-08-16
4282,22530301,34,3,6,228,2023-08-16
4283,22516711,54,3,1,"1,068",2023-08-16
4284,22425019,229,14,6,"4,126",2023-08-16
4285,22391218,115,9,14,"2,072",2023-08-16
4286,22324132,333,22,29,"4,833",2023-08-16
4287,22289536,95,5,,"1,002",2023-08-16
4288,22232230,44,,14,443,2023-08-16
4289,22169317,47,1,2,522,2023-08-16
4290,22041079,325,36,21,"2,860",2023-08-16
4291,21984409,679,133,297,"9,432",2023-08-16
4292,21949393,122,10,4,"1,191",2023-08-16
4293,21887239,17,3,8,187,2023-08-16
4294,21962311,39,4,3,840,2023-08-16
4295,21956920,166,13,16,"1,376",2023-08-16
4296,21939082,40,2,13,431,2023-08-16
4297,21907027,443,54,46,"3,887",2023-08-16
4298,21953947,58,4,3,601,2023-08-16
4299,21953470,98,6,14,"1,238",2023-08-16
4300,21944887,74,1,9,835,2023-08-16
4301,21889033,243,18,28,"3,030",2023-08-16
4302,21659164,88,6,6,"1,429",2023-08-16
4303,21585967,19,,3,166,2023-08-16
4304,21514015,10,,2,342,2023-08-16
4305,21470785,56,5,3,"1,625",2023-08-16
4306,21403063,54,3,1,653,2023-08-16
4307,21262232,18,1,6,730,2023-08-16
4308,21058028,544,73,31,"9,504",2023-08-16
4309,20915507,14,2,1,172,2023-08-16
4310,20907440,25,2,,456,2023-08-16
4311,20907296,11,2,,161,2023-08-16
4312,20894279,282,18,13,"3,110",2023-08-16
4313,20861537,186,22,8,"4,175",2023-08-16
4314,20869007,21,,8,178,2023-08-16
4315,20517794,319,37,38,"4,254",2023-08-16
4316,20495744,26,,7,342,2023-08-16
4317,20478287,76,2,5,"4,993",2023-08-16
4318,20301736,57,4,4,"1,674",2023-08-16
4319,20288608,848,117,66,"7,771",2023-08-16
4320,20204818,90,4,12,723,2023-08-16
4321,20187292,252,56,64,"1,849",2023-08-16
4322,19988008,240,26,193,"4,484",2023-08-16
4323,20085940,111,7,,"1,719",2023-08-16
4324,20048701,118,11,2,"1,579",2023-08-16
4325,19939318,73,9,12,525,2023-08-16
4326,19340686,137,22,28,"2,548",2023-08-16
4327,19267762,34,4,60,964,2023-08-16
4328,19175875,123,26,44,"1,937",2023-08-16
4329,19069897,455,69,143,"5,703",2023-08-16
4330,18993673,119,7,10,"1,115",2023-08-16
4331,18992584,15,2,,334,2023-08-16
4332,18992062,42,1,2,409,2023-08-16
4333,18703816,163,14,37,"2,558",2023-08-16
4334,18391685,90,4,18,"1,714",2023-08-16
4335,18376742,134,12,11,"1,311",2023-08-16
4336,18352004,183,8,9,"3,873",2023-08-16
4337,18280280,244,15,30,"2,304",2023-08-16
4338,18222716,29,3,6,208,2023-08-16
4339,18222464,54,3,3,574,2023-08-16
4340,18222374,229,23,12,"1,532",2023-08-16
4341,18134861,232,14,18,"1,995",2023-08-16
4342,17745068,91,6,14,"1,202",2023-08-16
4343,17711312,43,9,7,"1,797",2023-08-16
4344,17315441,230,32,127,"4,367",2023-08-16
4345,17615168,132,4,3,"2,596",2023-08-16
4346,17534789,24,1,2,814,2023-08-16
4347,17526290,139,13,4,"4,166",2023-08-16
4348,17419553,203,10,14,"1,579",2023-08-16
4349,17314721,122,12,27,"1,208",2023-08-16
4350,17239847,147,11,4,"1,450",2023-08-16
4351,17174525,46,7,8,322,2023-08-16
4352,17118065,139,6,16,"1,285",2023-08-16
4353,17042135,40,2,3,428,2023-08-16
4354,17081909,100,11,10,797,2023-08-16
4355,17076665,26,1,10,755,2023-08-16
4356,17060711,38,2,8,"1,698",2023-08-16
4357,16953246,12,3,6,119,2023-08-16
4358,17003190,82,6,4,"1,367",2023-08-16
4359,16998597,123,16,9,"1,834",2023-08-16
4360,16603055,55,2,6,"1,071",2023-08-16
4361,16511738,214,19,22,"1,651",2023-08-16
4362,16382582,24,1,2,410,2023-08-16
4363,16444880,29,2,32,364,2023-08-16
4364,16422308,10,2,1,515,2023-08-16
4365,16365344,8,2,2,98,2023-08-16
4366,16274480,7,,1,67,2023-08-16
4367,16240595,120,6,5,"1,844",2023-08-16
4368,16177334,10,,1,74,2023-08-16
4369,16067852,52,6,,370,2023-08-16
4370,15991676,195,9,10,"2,410",2023-08-16
4371,15990740,52,2,3,386,2023-08-16
4372,15931664,506,38,30,"10,887",2023-08-16
4373,15867801,134,9,1,"1,546",2023-08-16
4374,15685410,102,13,13,657,2023-08-16
4375,15630885,84,9,14,513,2023-08-16
4376,15561858,176,3,18,"2,028",2023-08-16
4377,15523572,123,7,42,"4,737",2023-08-16
4378,15400686,84,8,10,"1,667",2023-08-16
4379,15402921,293,19,12,"5,088",2023-08-16
4380,15392799,229,37,19,"1,283",2023-08-16
4381,15324873,114,11,22,722,2023-08-16
4382,15323526,18,2,,"1,859",2023-08-16
4383,15305190,175,7,11,"2,970",2023-08-16
4384,15261393,16,,4,330,2023-08-16
4385,15261348,15,,8,500,2023-08-16
4386,15261306,44,1,10,689,2023-08-16
4387,15261222,9,,7,224,2023-08-16
4388,15261186,20,,,383,2023-08-16
4389,15261075,23,1,2,658,2023-08-16
4390,15260967,14,,,308,2023-08-16
4391,15260895,42,4,4,"1,887",2023-08-16
4392,15260841,125,7,12,"2,243",2023-08-16
4393,15260751,123,5,8,"1,392",2023-08-16
4394,15240549,112,18,4,"1,565",2023-08-16
4395,15241164,94,4,8,"1,897",2023-08-16
4396,15241080,75,3,4,"1,803",2023-08-16
4397,15088985,73,4,9,577,2023-08-16
4398,14973011,46,5,12,746,2023-08-16
4399,14894105,200,10,6,"3,239",2023-08-16
4400,14888337,9,1,3,654,2023-08-16
4401,14846627,230,22,15,"1,736",2023-08-16
4402,14802308,320,36,18,"2,697",2023-08-16
4403,14729288,257,25,17,"1,662",2023-08-16
4404,46211047,3,,3,137,2023-08-16
4405,33837037,78,3,,739,2023-08-16
4406,17183273,33,2,14,655,2023-08-16
4407,14418399,130,5,4,"2,147",2023-08-16
4408,14213979,116,9,5,959,2023-08-16
4409,14192739,12,,4,222,2023-08-16
4410,14162991,6,1,2,263,2023-08-16
4411,14137068,139,6,12,"2,263",2023-08-16
4412,14131158,61,3,7,360,2023-08-16
4413,13906929,154,5,8,"2,702",2023-08-16
4414,13882539,123,8,5,"1,414",2023-08-16
4415,13833576,46,1,6,575,2023-08-16
4416,13807095,198,7,14,"3,967",2023-08-16
4417,13689675,366,35,10,"3,591",2023-08-16
4418,13488987,82,9,7,786,2023-08-16
4419,13439295,171,7,18,"1,997",2023-08-16
4420,13427568,238,13,13,"2,597",2023-08-16
4421,13384536,245,15,12,"2,634",2023-08-16
4422,13318089,79,13,7,"1,936",2023-08-16
4423,13250715,205,21,7,"2,646",2023-08-16
4424,46210537,20,1,1,485,2023-08-16
4425,13028247,212,13,18,"2,830",2023-08-16
4426,12472404,263,26,49,"3,332",2023-08-16
4427,12406815,164,24,25,"2,990",2023-08-16
4428,12182262,25,,6,304,2023-08-16
4429,12171450,88,4,17,964,2023-08-16
4430,12174075,53,2,7,429,2023-08-16
4431,12170793,375,56,37,"4,726",2023-08-16
4432,12130890,366,36,41,"4,340",2023-08-16
4433,12130383,211,13,12,"3,065",2023-08-16
4434,12107301,766,105,68,"10,378",2023-08-16
4435,12093402,74,8,10,689,2023-08-16
4436,11900835,115,21,15,"1,272",2023-08-16
4437,11878443,83,4,11,802,2023-08-16
4438,11875134,46,3,12,585,2023-08-16
4439,11817630,69,10,16,804,2023-08-16
4440,11682549,55,4,4,739,2023-08-16
4441,11682078,145,7,9,"1,836",2023-08-16
4442,11286780,16,1,2,196,2023-08-16
4443,11008230,114,6,14,"1,456",2023-08-16
4444,10999392,47,3,14,970,2023-08-16
4445,10990965,51,3,9,"1,003",2023-08-16
4446,10928415,71,8,16,884,2023-08-16
4447,10892523,344,22,16,"4,588",2023-08-16
4448,10708392,132,6,6,"1,924",2023-08-16
4449,10655598,39,2,3,813,2023-08-16
4450,10543762,27,2,,397,2023-08-16
4451,10333154,622,69,30,"7,911",2023-08-16
4452,10321988,23,1,5,153,2023-08-16
4453,9896033,,,,,2023-08-16
4454,9548522,188,9,3,"4,086",2023-08-16
4455,9490682,4,,,146,2023-08-16
4456,9062950,139,5,9,"1,688",2023-08-16
4457,9057463,4,,,124,2023-08-16
4458,8964634,19,,3,259,2023-08-16
4459,8786551,453,28,18,"4,903",2023-08-16
4460,8783401,51,6,6,522,2023-08-16
4461,8739550,252,20,8,"2,719",2023-08-16
4462,8731648,25,1,2,518,2023-08-16
4463,8666605,48,4,2,"1,008",2023-08-16
4464,8667433,78,5,4,841,2023-08-16
4465,8666857,44,2,4,505,2023-08-16
4466,8661736,19,2,2,253,2023-08-16
4467,8625964,47,2,4,484,2023-08-16
4468,8607451,154,7,11,"2,317",2023-08-16
4469,8568871,250,19,30,"3,722",2023-08-16
4470,8456017,116,27,22,"1,437",2023-08-16
4471,8315419,15,,5,230,2023-08-16
4472,8107966,99,9,13,822,2023-08-16
4473,7898905,19,,4,253,2023-08-16
4474,7849768,41,5,13,427,2023-08-16
4475,7804423,244,7,6,"3,542",2023-08-16
4476,7669252,160,3,3,"2,825",2023-08-16
4477,7584124,16,1,1,366,2023-08-16
4478,7574554,20,1,1,368,2023-08-16
4479,7568299,83,6,6,"1,265",2023-08-16
4480,7567216,37,2,11,486,2023-08-16
4481,7334200,17,,2,351,2023-08-16
4482,34292530,113,13,2,"2,032",2023-08-16
4483,6743134,5,,,295,2023-08-16
4484,6556612,199,12,3,"4,516",2023-08-16
4485,6172984,126,11,57,"3,221",2023-08-16
4486,5861695,71,6,7,"1,580",2023-08-16
4487,5754256,137,12,44,"3,054",2023-08-16
4488,5754424,163,10,5,"3,354",2023-08-16
4489,5754394,92,7,5,"2,128",2023-08-16
4490,5726503,4,,,236,2023-08-16
4491,5590174,113,6,2,"1,710",2023-08-16
4492,5443742,52,9,12,869,2023-08-16
4493,5036569,85,4,24,"1,705",2023-08-16
4494,4858055,671,80,23,"6,773",2023-08-16
4495,4833506,452,47,24,"3,925",2023-08-16
4496,4774295,5,,1,173,2023-08-16
4497,4483883,6,,,106,2023-08-16
4498,4248678,72,8,11,879,2023-08-16
4499,4243329,66,5,13,"1,148",2023-08-16
4500,4182219,52,2,5,650,2023-08-16
4501,4182480,61,2,2,763,2023-08-16
4502,3841069,328,13,21,"5,339",2023-08-16
4503,3846424,332,37,18,"3,060",2023-08-16
4504,3709479,19,1,1,337,2023-08-16
4505,2282274,20,2,6,491,2023-08-16
4506,1267453,71,5,4,"1,290",2023-08-16
4507,1169828,116,4,9,"1,741",2023-08-16
4508,1084801,196,12,15,"3,924",2023-08-16
4509,47963101,54,7,19,731,2023-08-16
4510,48293494,49,3,18,151,2023-08-16
4511,48019768,79,1,22,852,2023-08-16
4512,48248254,43,5,10,369,2023-08-16
4513,48093526,,,,,2023-08-16
4514,47908165,29,2,8,202,2023-08-16
4515,48154525,30,4,,216,2023-08-16
4516,48059404,18,2,6,116,2023-08-16
4517,48108604,116,11,8,854,2023-08-16
4518,48133564,39,4,4,301,2023-08-16
4519,48083995,91,9,10,703,2023-08-16
4520,47850358,29,1,14,168,2023-08-16
4521,48154897,11,1,2,98,2023-08-16
4522,48219574,28,1,13,172,2023-08-16
4523,48098992,34,4,2,190,2023-08-16
4524,48180865,75,10,18,693,2023-08-16
4525,48145213,69,5,5,378,2023-08-16
4526,48165541,70,9,71,"1,177",2023-08-16
4527,47989714,20,,3,501,2023-08-16
4528,48115486,26,1,2,143,2023-08-16
4529,47850424,9,,10,37,2023-08-16
4530,48259435,42,1,4,413,2023-08-16
4531,48028060,18,1,10,133,2023-08-16
4532,48038953,39,4,6,241,2023-08-16
4533,47965579,4,,1,26,2023-08-16
4534,47990719,50,,7,674,2023-08-16
4535,48220174,60,1,10,378,2023-08-16
4536,47963587,76,8,6,558,2023-08-16
4537,48099418,4,1,4,64,2023-08-16
4538,48180079,61,,6,704,2023-08-16
4539,48072769,106,14,51,842,2023-08-16
4540,47928916,50,2,14,293,2023-08-16
4541,48095515,84,4,28,587,2023-08-16
4542,48085939,26,2,1,281,2023-08-16
4543,47996479,10,1,6,128,2023-08-16
4544,48019540,104,4,24,746,2023-08-16
4545,48196072,34,2,10,268,2023-08-16
4546,48136978,11,1,6,95,2023-08-16
4547,48333115,163,5,33,875,2023-08-16
4548,48023629,80,9,4,906,2023-08-16
4549,48109195,7,1,,92,2023-08-16
4550,48031762,47,1,13,473,2023-08-16
4551,48082909,90,4,17,722,2023-08-16
4552,47961637,3,,,93,2023-08-16
4553,48115693,144,11,27,"1,338",2023-08-16
4554,47980660,24,1,17,152,2023-08-16
4555,48337855,92,6,25,818,2023-08-16
4556,47951596,79,13,14,688,2023-08-16
4557,48139006,10,,,87,2023-08-16
4558,48023284,125,6,14,845,2023-08-16
4559,47907286,67,4,15,706,2023-08-16
4560,48033853,57,4,20,"1,238",2023-08-16
4561,48004510,111,7,61,"1,154",2023-08-16
4562,48023983,66,3,13,545,2023-08-16
4563,48208957,24,,14,385,2023-08-16
4564,48004363,156,17,36,999,2023-08-16
4565,48015346,74,7,27,460,2023-08-16
4566,48311128,53,4,26,395,2023-08-16
4567,48006607,16,4,14,114,2023-08-16
4568,48060256,30,2,6,245,2023-08-16
4569,48148105,27,1,7,278,2023-08-16
4570,47981308,14,,4,168,2023-08-16
4571,48002539,50,2,15,249,2023-08-16
4572,47929756,77,12,16,851,2023-08-16
4573,48165481,145,12,28,"1,311",2023-08-16
4574,48010930,99,9,28,554,2023-08-16
4575,48205993,18,2,9,322,2023-08-16
4576,48330664,173,25,104,"1,397",2023-08-16
4577,48171700,169,16,45,"1,612",2023-08-16
4578,48208477,28,2,16,300,2023-08-16
4579,48055312,6,,,57,2023-08-16
4580,48238117,66,2,19,907,2023-08-16
4581,48207586,29,,6,645,2023-08-16
4582,48130069,94,6,16,532,2023-08-16
4583,48010030,151,14,98,"2,092",2023-08-16
4584,48191224,132,9,11,"1,004",2023-08-16
4585,48106315,79,4,34,340,2023-08-16
4586,47906674,26,,15,120,2023-08-16
4587,48096337,68,3,13,343,2023-08-16
4588,47966419,33,1,5,301,2023-08-16
4589,48096685,,,,,2023-08-16
4590,48042094,142,19,10,700,2023-08-16
4591,48061528,6,,3,65,2023-08-16
4592,48149953,136,12,114,"1,961",2023-08-16
4593,48053065,5,,4,34,2023-08-16
4594,48047875,32,1,6,309,2023-08-16
4595,48060433,63,10,24,232,2023-08-16
4596,48136435,91,9,44,"1,208",2023-08-16
4597,48275737,100,5,13,"1,227",2023-08-16
4598,48091924,105,7,23,909,2023-08-16
4599,48111517,135,14,31,"1,312",2023-08-16
4600,48005476,155,9,24,954,2023-08-16
4601,48276091,114,20,21,"1,289",2023-08-16
4602,48085003,37,5,22,660,2023-08-16
4603,48116380,4,,2,29,2023-08-16
4604,48336922,71,6,24,775,2023-08-16
4605,48078073,15,,4,154,2023-08-16
4606,48064879,70,9,10,651,2023-08-16
4607,47964064,66,3,23,776,2023-08-16
4608,48025156,60,1,18,404,2023-08-16
4609,48037726,11,1,6,78,2023-08-16
4610,47985526,120,14,121,"2,109",2023-08-16
4611,47924617,40,4,1,504,2023-08-16
4612,47996833,10,1,34,287,2023-08-16
4613,47996065,108,6,31,468,2023-08-16
4614,48105754,28,2,7,568,2023-08-16
4615,48068833,65,3,12,418,2023-08-16
4616,48072469,53,4,21,525,2023-08-16
4617,47968216,54,2,,686,2023-08-16
4618,48008644,112,5,33,695,2023-08-16
4619,48193819,109,18,198,"1,822",2023-08-16
4620,48291835,5,,,63,2023-08-16
4621,48088129,51,7,14,436,2023-08-16
4622,48139093,4,,4,37,2023-08-16
4623,47989165,202,14,37,990,2023-08-16
4624,48068158,102,5,8,886,2023-08-16
4625,48269386,66,3,6,422,2023-08-16
4626,48069571,57,3,14,248,2023-08-16
4627,48045670,,,,,2023-08-16
4628,47966824,11,,,74,2023-08-16
4629,47728960,21,1,11,257,2023-08-16
4630,48037162,47,4,23,204,2023-08-16
4631,47928415,43,,2,389,2023-08-16
4632,47476237,16,2,4,123,2023-08-16
4633,48296371,115,6,6,831,2023-08-16
4634,48194047,10,1,18,160,2023-08-16
4635,48026956,64,1,33,550,2023-08-16
4636,48053110,14,3,3,110,2023-08-16
4637,48115426,18,,4,85,2023-08-16
4638,48213859,85,5,6,594,2023-08-16
4639,48319705,2,,,48,2023-08-16
4640,48211540,29,1,13,270,2023-08-16
4641,47975755,20,1,7,68,2023-08-16
4642,47949136,19,,16,288,2023-08-16
4643,48256456,80,4,24,380,2023-08-16
4644,48171445,26,1,,396,2023-08-16
4645,48202579,16,1,8,259,2023-08-16
4646,48118438,39,,6,290,2023-08-16
4647,48150373,39,1,9,414,2023-08-16
4648,47336308,26,,4,136,2023-08-16
4649,48319147,95,11,57,932,2023-08-16
4650,47850496,43,3,18,265,2023-08-16
4651,48054592,133,8,4,832,2023-08-16
4652,47923171,31,,,381,2023-08-16
4653,48062422,51,1,12,"1,067",2023-08-16
4654,48118678,133,8,39,911,2023-08-16
4655,48030172,33,2,8,193,2023-08-16
4656,48048670,67,4,20,358,2023-08-16
4657,48313270,25,,14,207,2023-08-16
4658,48074035,260,19,61,"2,682",2023-08-16
4659,48078949,56,,4,495,2023-08-16
4660,48266293,82,2,5,724,2023-08-16
4661,48053056,61,3,10,242,2023-08-16
4662,48261055,149,6,23,907,2023-08-16
4663,47940577,13,2,1,186,2023-08-16
4664,48076579,19,1,6,166,2023-08-16
4665,48000253,117,10,38,808,2023-08-16
4666,48052411,90,13,24,526,2023-08-16
4667,48205195,19,2,10,154,2023-08-16
4668,47986495,47,2,6,335,2023-08-16
4669,48112156,51,6,21,618,2023-08-16
4670,47974699,18,1,9,108,2023-08-16
4671,48078289,38,1,6,420,2023-08-16
4672,48236017,16,1,4,270,2023-08-16
4673,48189547,1,,1,46,2023-08-16
4674,48025828,89,8,29,"1,238",2023-08-16
4675,48168460,18,,4,139,2023-08-16
4676,48000049,84,10,13,"1,520",2023-08-16
4677,48023206,49,,20,673,2023-08-16
4678,48170050,7,,3,72,2023-08-16
4679,47917651,12,1,12,149,2023-08-16
4680,48283300,20,3,20,328,2023-08-16
4681,48288715,162,12,138,"3,515",2023-08-16
4682,48320119,56,6,20,305,2023-08-16
4683,48035086,23,2,8,134,2023-08-16
4684,48301210,29,1,14,431,2023-08-16
4685,47988043,86,6,25,642,2023-08-16
4686,48118483,162,9,34,"1,208",2023-08-16
4687,48013183,91,2,24,706,2023-08-16
4688,48167488,109,4,18,894,2023-08-16
4689,48125884,115,8,12,747,2023-08-16
4690,48002926,26,1,13,210,2023-08-16
4691,47977333,50,1,11,"1,147",2023-08-16
4692,48016129,24,1,14,196,2023-08-16
4693,48165343,56,10,17,578,2023-08-16
4694,48276196,77,3,140,"1,630",2023-08-16
4695,48076186,17,2,12,64,2023-08-16
4696,48266905,81,4,87,"2,181",2023-08-16
4697,48083566,35,1,14,190,2023-08-16
4698,48426454,,,,,2023-08-16
4699,48516502,10,,7,50,2023-08-16
4700,48374044,91,7,20,808,2023-08-16
4701,48539494,234,8,37,"1,029",2023-08-16
4702,48527668,66,15,37,437,2023-08-16
4703,48362479,64,4,12,400,2023-08-16
4704,48414940,63,4,8,432,2023-08-16
4705,48528784,366,23,208,"6,312",2023-08-16
4706,48382711,96,11,11,635,2023-08-16
4707,48544531,28,1,6,217,2023-08-16
4708,48485209,49,10,60,960,2023-08-16
4709,48512188,107,4,46,725,2023-08-16
4710,48516979,234,68,54,"1,467",2023-08-16
4711,48506008,110,3,89,"1,388",2023-08-16
4712,48501214,33,2,3,830,2023-08-16
4713,48454231,174,18,37,953,2023-08-16
4714,48456991,133,11,160,"1,357",2023-08-16
4715,48265411,65,3,3,537,2023-08-16
4716,48431602,102,5,33,812,2023-08-16
4717,48470764,35,1,23,294,2023-08-16
4718,48484999,71,7,14,508,2023-08-16
4719,48480718,13,,12,131,2023-08-16
4720,48482560,103,7,11,664,2023-08-16
4721,48426712,58,,,494,2023-08-16
4722,48399796,19,,42,457,2023-08-16
4723,48435880,114,,7,752,2023-08-16
4724,48449260,24,,5,140,2023-08-16
4725,48381313,82,11,15,505,2023-08-16
4726,48409900,87,9,18,962,2023-08-16
4727,48474718,98,5,30,657,2023-08-16
4728,48500440,216,12,71,"2,861",2023-08-16
4729,48513907,118,6,8,602,2023-08-16
4730,48366109,18,1,10,114,2023-08-16
4731,48504781,31,4,7,541,2023-08-16
4732,48423001,30,3,20,300,2023-08-16
4733,48367831,98,4,10,643,2023-08-16
4734,48409354,20,,2,303,2023-08-16
4735,48479122,114,8,34,"1,158",2023-08-16
4736,48353452,74,5,33,244,2023-08-16
4737,48379822,12,,,89,2023-08-16
4738,48379414,188,22,121,"1,699",2023-08-16
4739,48330700,4,,2,57,2023-08-16
4740,48500950,14,,2,300,2023-08-16
4741,48497083,4,,1,58,2023-08-16
4742,48408883,69,,29,866,2023-08-16
4743,48408136,11,1,6,75,2023-08-16
4744,48466294,72,7,6,880,2023-08-16
4745,48396433,22,1,16,348,2023-08-16
4746,48417784,30,2,11,424,2023-08-16
4747,48500479,77,6,29,391,2023-08-16
4748,48352765,36,1,33,445,2023-08-16
4749,48404263,68,8,9,"1,026",2023-08-16
4750,48409744,47,3,39,463,2023-08-16
4751,48430636,3,,,124,2023-08-16
4752,48533065,82,6,42,"1,589",2023-08-16
4753,48536566,64,10,14,603,2023-08-16
4754,48508660,121,9,12,730,2023-08-16
4755,48259729,24,1,4,153,2023-08-16
4756,48704470,50,5,22,375,2023-08-16
4757,48586786,129,11,26,602,2023-08-16
4758,48619492,35,,2,425,2023-08-16
4759,48619225,32,1,1,195,2023-08-16
4760,48811327,66,8,30,665,2023-08-16
4761,48800941,44,2,22,236,2023-08-16
4762,48807055,6,,8,66,2023-08-16
4763,48812923,17,,6,216,2023-08-16
4764,48640894,28,6,4,150,2023-08-16
4765,48622111,41,2,30,230,2023-08-16
4766,48769711,,,,,2023-08-16
4767,48571675,161,15,20,"1,066",2023-08-16
4768,48666739,126,2,50,936,2023-08-16
4769,48811660,195,12,156,"3,570",2023-08-16
4770,48810526,50,2,2,456,2023-08-16
4771,48629044,75,2,6,541,2023-08-16
4772,48698134,5,,14,88,2023-08-16
4773,48622816,100,5,23,848,2023-08-16
4774,48590188,215,12,213,"5,164",2023-08-16
4775,48715684,16,,2,227,2023-08-16
4776,48608983,10,,,72,2023-08-16
4777,48602128,19,1,7,978,2023-08-16
4778,48705856,91,7,11,850,2023-08-16
4779,48715675,119,1,56,804,2023-08-16
