,fanfic_id,kudos,bookmarks,comments,hits,date_scraped
10412,46036882,587,74,"1,105","19,043",06-23-2023
10413,46031203,159,14,56,"2,479",06-23-2023
10414,46018846,583,87,256,"7,904",06-23-2023
10415,46040101,53,3,,543,06-23-2023
10416,45992107,285,25,20,"1,988",06-23-2023
10417,46037554,195,19,37,"1,411",06-23-2023
10418,46035781,261,25,30,"1,755",06-23-2023
10419,46034785,24,2,4,384,06-23-2023
10420,46034062,164,9,9,"1,787",06-23-2023
10421,46032967,97,9,6,"1,229",06-23-2023
10422,46030216,103,8,24,663,06-23-2023
10423,45705571,81,4,6,"1,007",06-23-2023
10424,46027813,19,,5,220,06-23-2023
10425,46026142,81,4,2,"1,057",06-23-2023
10426,46025392,52,,2,"1,217",06-23-2023
10427,46021558,33,6,6,345,06-23-2023
10428,46015855,98,6,,"1,105",06-23-2023
10429,46015894,135,11,8,927,06-23-2023
10430,46014679,43,3,12,313,06-23-2023
10431,45994780,,,,,06-23-2023
10432,45992374,105,13,70,925,06-23-2023
10433,46012726,46,,2,488,06-23-2023
10434,46011940,110,6,10,850,06-23-2023
10435,46011172,163,21,14,"3,244",06-23-2023
10436,46004761,80,5,8,864,06-23-2023
10437,46004182,277,33,30,"1,782",06-23-2023
10438,46001686,169,9,40,"2,199",06-23-2023
10439,46000972,11,,30,346,06-23-2023
10440,46000672,9,1,4,204,06-23-2023
10441,46015144,68,3,3,839,06-23-2023
10442,45997003,316,59,47,"1,894",06-23-2023
10443,45996211,247,35,15,"1,425",06-23-2023
10444,45996049,77,8,3,635,06-23-2023
10445,45990073,62,4,8,503,06-23-2023
10446,45917170,77,7,11,573,06-23-2023
10447,45984499,71,8,10,"1,323",06-23-2023
10448,45982120,591,98,287,"5,803",06-23-2023
10449,45987448,26,,,324,06-23-2023
10450,45986320,202,15,5,"1,576",06-23-2023
10451,45985753,,,,,06-23-2023
10452,45985786,,,,,06-23-2023
10453,45984541,52,2,5,651,06-23-2023
10454,45982501,67,1,3,743,06-23-2023
10455,45981832,64,3,10,506,06-23-2023
10456,45977116,10,1,2,245,06-23-2023
10457,45976288,473,47,22,"3,109",06-23-2023
10458,45972253,180,31,50,"1,388",06-23-2023
10459,45973294,158,10,12,"1,161",06-23-2023
10460,45969571,181,12,12,"1,116",06-23-2023
10461,45967144,198,18,104,"4,002",06-23-2023
10462,45953287,344,30,164,"7,327",06-23-2023
10463,45965344,305,28,51,"4,918",06-23-2023
10464,45967765,,,,,06-23-2023
10465,45967603,170,11,8,"1,413",06-23-2023
10466,45878509,158,13,7,"1,440",06-23-2023
10467,45960052,97,10,21,594,06-23-2023
10468,45961612,93,12,23,580,06-23-2023
10469,45961165,240,37,7,"1,736",06-23-2023
10470,45943195,77,3,4,767,06-23-2023
10471,45959839,30,2,,655,06-23-2023
10472,45959410,14,1,12,122,06-23-2023
10473,45959260,265,57,55,"2,005",06-23-2023
10474,45958765,110,5,6,805,06-23-2023
10475,45958507,96,6,2,"1,367",06-23-2023
10476,45956908,133,3,4,786,06-23-2023
10477,45956830,34,,2,"1,127",06-23-2023
10478,45956380,66,2,4,669,06-23-2023
10479,45955846,63,3,4,"1,416",06-23-2023
10480,45954985,285,17,47,"2,005",06-23-2023
10481,45953536,380,63,29,"1,887",06-23-2023
10482,45953320,90,7,1,881,06-23-2023
10483,45953092,21,3,3,225,06-23-2023
10484,45950230,170,12,16,"1,362",06-23-2023
10485,45950098,45,,,375,06-23-2023
10486,45949939,132,14,21,"1,323",06-23-2023
10487,45949594,260,26,14,"1,669",06-23-2023
10488,45949207,117,11,12,663,06-23-2023
10489,45949255,,,,,06-23-2023
10490,45948691,150,16,9,731,06-23-2023
10491,45946945,82,3,6,614,06-23-2023
10492,45946711,37,2,9,453,06-23-2023
10493,45946471,48,3,,515,06-23-2023
10494,45928231,397,42,257,"9,077",06-23-2023
10495,45944800,78,6,3,974,06-23-2023
10496,45941917,55,5,8,891,06-23-2023
10497,45939247,170,20,34,731,06-23-2023
10498,45938020,140,7,12,"1,319",06-23-2023
10499,45931798,462,54,42,"2,490",06-23-2023
10500,45929959,331,27,28,"2,072",06-23-2023
10501,45927412,,,,,06-23-2023
10502,45925663,158,14,10,"1,585",06-23-2023
10503,45926998,72,1,4,585,06-23-2023
10504,45926257,57,3,6,565,06-23-2023
10505,45923554,171,14,26,"1,219",06-23-2023
10506,45890218,93,12,8,690,06-23-2023
10507,45906451,171,15,44,"2,228",06-23-2023
10508,45908236,132,8,2,"1,872",06-23-2023
10509,45916255,1,,,36,06-23-2023
10510,45923083,84,2,4,684,06-23-2023
10511,45922597,208,14,22,"1,497",06-23-2023
10512,45921664,42,5,4,292,06-23-2023
10513,45919786,170,15,21,"1,531",06-23-2023
10514,45781543,35,7,3,379,06-23-2023
10515,45917161,89,6,5,705,06-23-2023
10516,45915469,119,6,5,"1,062",06-23-2023
10517,45913645,199,17,7,"2,088",06-23-2023
10518,45913267,116,4,5,668,06-23-2023
10519,45912622,,,,,06-23-2023
10520,45912517,92,3,4,"1,096",06-23-2023
10521,45912121,158,13,20,792,06-23-2023
10522,45911998,118,8,6,"1,044",06-23-2023
10523,45911911,121,5,7,831,06-23-2023
10524,45902416,88,6,8,979,06-23-2023
10525,45908167,70,7,6,"1,087",06-23-2023
10526,45907522,89,4,8,712,06-23-2023
10527,45907612,332,37,26,"1,723",06-23-2023
10528,45906832,113,9,14,597,06-23-2023
10529,45906346,77,3,4,745,06-23-2023
10530,45904690,130,8,4,837,06-23-2023
10531,45903577,183,18,31,944,06-23-2023
10532,45901207,163,11,22,991,06-23-2023
10533,45900238,157,9,15,"1,444",06-23-2023
10534,45900211,71,5,4,726,06-23-2023
10535,45883108,251,32,123,"3,594",06-23-2023
10536,45877423,151,9,30,"3,711",06-23-2023
10537,45889246,186,16,16,"2,082",06-23-2023
10538,45898684,148,12,19,"1,916",06-23-2023
10539,45898153,58,2,2,528,06-23-2023
10540,45898195,132,7,18,916,06-23-2023
10541,45897112,77,7,1,732,06-23-2023
10542,45892684,96,10,10,517,06-23-2023
10543,45894358,105,3,2,770,06-23-2023
10544,45894163,299,15,40,"2,025",06-23-2023
10545,45892138,106,13,7,"1,825",06-23-2023
10546,45892129,157,12,23,751,06-23-2023
10547,45889840,202,15,16,"1,641",06-23-2023
10548,45888514,,,,,06-23-2023
10549,45887671,169,9,18,"1,023",06-23-2023
10550,45906250,98,4,8,673,06-23-2023
10551,45886432,116,6,4,935,06-23-2023
10552,45885187,452,47,32,"2,707",06-23-2023
10553,45885139,52,1,,941,06-23-2023
10554,45883669,137,13,14,811,06-23-2023
10555,45880315,62,1,12,553,06-23-2023
10556,45862360,59,6,17,645,06-23-2023
10557,45874990,190,16,10,"1,427",06-23-2023
10558,45874843,185,11,5,"1,279",06-23-2023
10559,45868420,61,11,5,581,06-23-2023
10560,45859756,237,18,49,"2,415",06-23-2023
10561,45856504,78,7,3,801,06-23-2023
10562,45853579,26,3,,259,06-23-2023
10563,45851230,,,,,06-23-2023
10564,45849280,166,24,33,869,06-23-2023
10565,45844012,119,14,34,"1,316",06-23-2023
10566,45726304,267,29,54,"4,105",06-23-2023
10567,45846748,146,13,16,"1,020",06-23-2023
10568,45858562,129,6,6,"1,394",06-23-2023
10569,45825607,278,31,15,"1,760",06-23-2023
10570,45817276,69,4,12,"1,915",06-23-2023
10571,45806023,60,6,8,953,06-23-2023
10572,45822442,,,,,06-23-2023
10573,45820903,17,,3,180,06-23-2023
10574,45820789,71,2,5,731,06-23-2023
10575,45820549,169,14,12,774,06-23-2023
10576,45818764,219,41,11,"1,492",06-23-2023
10577,45815488,160,10,4,"1,027",06-23-2023
10578,45810253,450,33,40,"3,352",06-23-2023
10579,45793852,221,36,690,"6,936",06-23-2023
10580,45779782,80,13,20,700,06-23-2023
10581,45797791,164,16,21,"1,770",06-23-2023
10582,45795295,32,1,3,380,06-23-2023
10583,45792256,459,54,40,"3,596",06-23-2023
10584,45778651,,,,,06-23-2023
10585,45769018,40,2,74,"1,031",06-23-2023
10586,45773677,461,54,549,"8,260",06-23-2023
10587,45774862,93,6,6,"1,879",06-23-2023
10588,45771862,20,,9,247,06-23-2023
10589,45768427,42,,4,"1,067",06-23-2023
10590,45768025,31,1,,405,06-23-2023
10591,45758899,11,4,1,214,06-23-2023
10592,45755005,310,25,10,"2,285",06-23-2023
10593,45743218,169,12,65,"1,751",06-23-2023
10594,45740263,101,17,47,"2,187",06-23-2023
10595,45731221,70,4,12,"1,494",06-23-2023
10596,45748252,,,,,06-23-2023
10597,45747007,93,4,6,"1,358",06-23-2023
10598,45746728,130,8,6,"1,088",06-23-2023
10599,45745054,63,5,14,298,06-23-2023
10600,45745150,91,22,13,910,06-23-2023
10601,45742834,51,5,2,278,06-23-2023
10602,45733642,24,2,2,432,06-23-2023
10603,45729940,188,18,4,"1,802",06-23-2023
10604,45728536,63,10,9,413,06-23-2023
10605,45719404,178,29,29,"2,241",06-23-2023
10606,45707029,186,15,20,"2,550",06-23-2023
10607,45726136,70,6,4,"1,189",06-23-2023
10608,45714139,150,11,9,"1,989",06-23-2023
10609,45711232,122,8,15,"1,235",06-23-2023
10610,45708334,193,14,33,"1,394",06-23-2023
10611,45707410,272,25,22,"1,842",06-23-2023
10612,45703774,47,7,5,379,06-23-2023
10613,45703534,422,50,47,"2,349",06-23-2023
10614,45689383,40,3,6,828,06-23-2023
10615,45679222,130,10,19,"1,981",06-23-2023
10616,45697195,206,7,18,"1,892",06-23-2023
10617,45695437,95,7,11,875,06-23-2023
10618,45695704,7,,1,100,06-23-2023
10619,45692461,279,47,48,"1,711",06-23-2023
10620,45692212,126,12,12,799,06-23-2023
10621,45691075,182,14,13,"1,673",06-23-2023
10622,45689869,5,,,24,06-23-2023
10623,45688066,12,,,129,06-23-2023
10624,45684694,260,21,26,"2,214",06-23-2023
10625,45683302,160,20,15,"2,189",06-23-2023
10626,45679093,229,23,29,"1,977",06-23-2023
10627,45675760,379,47,30,"2,466",06-23-2023
10628,45674977,114,15,12,"2,728",06-23-2023
10629,45665989,48,6,19,649,06-23-2023
10630,45651097,229,21,7,"3,023",06-23-2023
10631,45673180,188,35,76,"2,483",06-23-2023
10632,45657259,361,41,174,"6,221",06-23-2023
10633,45667579,194,20,11,"2,590",06-23-2023
10634,45653299,440,51,101,"4,168",06-23-2023
10635,45665002,433,55,72,"2,462",06-23-2023
10636,45664660,259,34,40,"1,815",06-23-2023
10637,45660022,317,39,34,"2,607",06-23-2023
10638,45648898,156,8,4,"1,658",06-23-2023
10639,45625834,65,3,5,"1,076",06-23-2023
10640,45631399,345,46,110,"3,409",06-23-2023
10641,45638332,88,6,8,"1,645",06-23-2023
10642,45639436,86,14,30,"2,585",06-23-2023
10643,45631600,360,46,70,"4,103",06-23-2023
10644,45645367,,,,,06-23-2023
10645,45639625,165,12,9,"1,400",06-23-2023
10646,45633973,303,37,30,"3,139",06-23-2023
10647,45632575,9,1,2,51,06-23-2023
10648,45630778,361,33,25,"2,220",06-23-2023
10649,45626272,70,6,6,465,06-23-2023
10650,45620473,160,19,36,"2,092",06-23-2023
10651,45608017,527,57,175,"5,956",06-23-2023
10652,45610120,622,74,63,"3,751",06-23-2023
10653,45603859,423,55,120,"8,474",06-23-2023
10654,45604426,204,26,39,"4,891",06-23-2023
10655,45624808,442,33,13,"2,357",06-23-2023
10656,45624178,56,2,1,529,06-23-2023
10657,45618709,203,35,32,"1,132",06-23-2023
10658,45613867,185,14,14,"3,016",06-23-2023
10659,45607801,273,30,16,"3,332",06-23-2023
10660,45601189,60,9,19,"1,350",06-23-2023
10661,45600478,,,,,06-23-2023
10662,45594226,117,10,8,"1,027",06-23-2023
10663,45590311,186,14,16,"1,597",06-23-2023
10664,45588253,441,39,32,"2,238",06-23-2023
10665,45586645,81,12,24,978,06-23-2023
10666,45585871,31,,6,213,06-23-2023
10667,45579649,167,8,9,"2,074",06-23-2023
10668,45552637,171,18,30,"2,637",06-23-2023
10669,45575005,214,21,59,"2,475",06-23-2023
10670,45568510,188,17,18,"1,583",06-23-2023
10671,45577135,192,20,20,"1,730",06-23-2023
10672,45577765,43,2,3,751,06-23-2023
10673,45574216,66,11,6,"1,413",06-23-2023
10674,45575893,176,9,6,"1,428",06-23-2023
10675,45575416,346,31,19,"1,755",06-23-2023
10676,45575278,60,2,4,649,06-23-2023
10677,45568291,116,9,18,740,06-23-2023
10678,45567121,28,4,4,200,06-23-2023
10679,45565012,4,,2,187,06-23-2023
10680,45562273,224,27,40,"1,807",06-23-2023
10681,45556270,126,6,24,879,06-23-2023
10682,45552913,212,12,7,"1,299",06-23-2023
10683,45545299,66,2,4,"1,431",06-23-2023
10684,45552436,202,10,5,"1,842",06-23-2023
10685,45550276,224,16,13,"2,543",06-23-2023
10686,45537277,486,54,26,"3,026",06-23-2023
10687,45528430,79,8,2,586,06-23-2023
10688,45505162,83,16,21,"1,226",06-23-2023
10689,45525949,342,37,52,"3,753",06-23-2023
10690,45509125,353,49,60,"5,495",06-23-2023
10691,45526300,92,10,20,870,06-23-2023
10692,45525943,22,2,,368,06-23-2023
10693,45519622,62,6,1,726,06-23-2023
10694,45525202,241,32,24,"1,190",06-23-2023
10695,45525127,29,4,3,403,06-23-2023
10696,45523807,224,19,6,"1,881",06-23-2023
10697,45521722,27,4,1,471,06-23-2023
10698,45517816,130,8,11,"1,089",06-23-2023
10699,45517432,105,8,5,"1,333",06-23-2023
10700,45516481,35,3,5,"1,001",06-23-2023
10701,45514036,124,18,8,"1,167",06-23-2023
10702,45512512,450,49,39,"2,540",06-23-2023
10703,45512335,22,5,,120,06-23-2023
10704,45511150,9,,2,40,06-23-2023
10705,45507604,419,48,20,"2,853",06-23-2023
10706,45505093,23,,,164,06-23-2023
10707,45504967,32,3,,248,06-23-2023
10708,45504391,28,2,2,211,06-23-2023
10709,45504439,89,11,2,"2,231",06-23-2023
10710,45499567,144,16,14,"1,563",06-23-2023
10711,45495526,9,,,38,06-23-2023
10712,45477271,182,18,10,"2,105",06-23-2023
10713,45486436,437,39,50,"2,507",06-23-2023
10714,45484000,225,27,19,"1,583",06-23-2023
10715,45481588,42,3,,326,06-23-2023
10716,45480853,308,38,19,"4,393",06-23-2023
10717,45477412,53,3,6,299,06-23-2023
10718,45474022,142,17,72,"1,955",06-23-2023
10719,45474004,342,50,190,"4,862",06-23-2023
10720,45491884,140,13,16,"1,523",06-23-2023
10721,45475927,169,16,8,"1,626",06-23-2023
10722,45473536,17,2,,195,06-23-2023
10723,45472867,212,29,35,"2,059",06-23-2023
10724,45463279,238,21,46,"1,545",06-23-2023
10725,45461035,46,6,,732,06-23-2023
10726,45460267,24,5,2,610,06-23-2023
10727,45457660,165,11,4,"1,230",06-23-2023
10728,45457342,279,25,30,"1,872",06-23-2023
10729,45433495,102,22,37,"1,453",06-23-2023
10730,45441367,170,31,18,"2,779",06-23-2023
10731,45450130,325,64,70,"3,110",06-23-2023
10732,45446524,113,4,8,"1,563",06-23-2023
10733,45438514,289,22,53,"2,852",06-23-2023
10734,45447781,233,25,20,"2,659",06-23-2023
10735,45453571,110,6,4,930,06-23-2023
10736,45452593,141,16,23,"1,286",06-23-2023
10737,45452533,8,,3,458,06-23-2023
10738,45443701,19,1,,138,06-23-2023
10739,45436432,21,3,,502,06-23-2023
10740,45433192,76,6,6,651,06-23-2023
10741,45416176,370,62,554,"8,761",06-23-2023
10742,45430072,46,4,30,"1,077",06-23-2023
10743,45412678,137,11,12,"1,711",06-23-2023
10744,45413728,43,10,39,553,06-23-2023
10745,45410845,48,7,11,522,06-23-2023
10746,45426244,339,27,17,"3,269",06-23-2023
10747,45431953,141,16,24,"3,646",06-23-2023
10748,45409813,153,10,7,"3,189",06-23-2023
10749,45429940,541,63,27,"3,656",06-23-2023
10750,45429529,52,1,12,872,06-23-2023
10751,45428755,295,29,41,"1,419",06-23-2023
10752,45427066,28,5,8,261,06-23-2023
10753,45422758,129,12,25,"1,231",06-23-2023
10754,45417862,55,11,10,542,06-23-2023
10755,45416998,157,20,14,"1,418",06-23-2023
10756,45412558,204,18,10,"1,635",06-23-2023
10757,45409504,1,,2,149,06-23-2023
10758,45406873,126,10,11,"1,094",06-23-2023
10759,45403954,69,3,6,538,06-23-2023
10760,45399484,324,33,11,"2,142",06-23-2023
10761,45397642,171,20,16,"1,569",06-23-2023
10762,45391930,94,7,1,"1,288",06-23-2023
10763,45389224,261,23,8,"2,254",06-23-2023
10764,45388645,106,8,6,"1,604",06-23-2023
10765,45385342,167,16,14,"3,505",06-23-2023
10766,45384805,28,2,,726,06-23-2023
10767,45361381,345,60,287,"6,079",06-23-2023
10768,45376639,76,7,53,"2,121",06-23-2023
10769,45359485,456,49,139,"8,985",06-23-2023
10770,45381133,61,3,7,933,06-23-2023
10771,45363172,247,18,58,"3,037",06-23-2023
10772,45364228,154,4,12,"3,379",06-23-2023
10773,45381625,124,11,15,742,06-23-2023
10774,45380464,160,23,10,"1,181",06-23-2023
10775,45377092,369,44,35,"2,127",06-23-2023
10776,45377212,772,197,60,"6,661",06-23-2023
10777,45369550,296,18,7,"2,256",06-23-2023
10778,45367795,540,63,22,"4,186",06-23-2023
10779,45365311,103,8,34,"1,688",06-23-2023
10780,45365149,183,25,16,775,06-23-2023
10781,45361912,67,8,4,508,06-23-2023
10782,45361849,134,15,9,"1,157",06-23-2023
10783,45360286,31,4,11,258,06-23-2023
10784,45351325,28,1,1,797,06-23-2023
10785,45356665,109,3,4,"2,243",06-23-2023
10786,45352075,164,26,19,"1,108",06-23-2023
10787,45350554,96,5,,979,06-23-2023
10788,45350095,74,13,11,428,06-23-2023
10789,45346141,219,15,18,"1,834",06-23-2023
10790,45342163,1,,4,47,06-23-2023
10791,45336703,158,7,9,"2,620",06-23-2023
10792,45336499,25,3,6,194,06-23-2023
10793,45308677,469,28,148,"7,712",06-23-2023
10794,45307531,261,63,82,"3,741",06-23-2023
10795,45309310,836,132,191,"14,252",06-23-2023
10796,45330871,121,8,2,"1,084",06-23-2023
10797,45329644,953,140,78,"5,563",06-23-2023
10798,45324013,372,39,38,"2,594",06-23-2023
10799,45318481,23,2,2,594,06-23-2023
10800,45317137,74,2,3,"1,512",06-23-2023
10801,45313963,315,43,32,"1,636",06-23-2023
10802,45312091,163,17,15,"1,200",06-23-2023
10803,45305773,71,10,3,784,06-23-2023
10804,45289729,683,99,173,"8,794",06-23-2023
10805,45299590,59,5,18,636,06-23-2023
10806,45301822,355,48,27,"2,543",06-23-2023
10807,45270820,87,9,9,"1,361",06-23-2023
10808,45262813,523,55,95,"6,420",06-23-2023
10809,45267952,34,3,4,"1,166",06-23-2023
10810,45276019,446,70,70,"3,589",06-23-2023
10811,45261820,30,6,14,445,06-23-2023
10812,45269485,139,14,12,"1,230",06-23-2023
10813,45268174,302,32,18,"2,294",06-23-2023
10814,45261127,458,41,35,"2,764",06-23-2023
10815,45261043,374,38,8,"2,242",06-23-2023
10816,45260854,189,27,6,"1,909",06-23-2023
10817,45236776,309,41,32,"5,780",06-23-2023
10818,45259045,32,2,9,515,06-23-2023
10819,45257080,230,25,4,"1,792",06-23-2023
10820,45256444,46,9,2,260,06-23-2023
10821,45253828,51,4,3,"1,060",06-23-2023
10822,45247666,347,25,18,"3,505",06-23-2023
10823,45257482,56,4,7,629,06-23-2023
10824,45238795,530,69,35,"3,930",06-23-2023
10825,45228928,100,8,18,"4,485",06-23-2023
10826,45232369,121,5,4,"1,780",06-23-2023
10827,45234034,193,33,53,"2,051",06-23-2023
10828,45232993,43,5,12,"1,119",06-23-2023
10829,45230689,301,32,28,"1,607",06-23-2023
10830,45214441,345,38,23,"2,839",06-23-2023
10831,45213178,168,12,2,"1,629",06-23-2023
10832,45196636,270,45,104,"7,386",06-23-2023
10833,45193921,696,97,191,"15,273",06-23-2023
10834,45205687,81,4,2,864,06-23-2023
10835,45203569,12,,2,230,06-23-2023
10836,45199969,331,34,33,"2,569",06-23-2023
10837,45196405,17,1,5,84,06-23-2023
10838,45195922,122,13,2,"1,681",06-23-2023
10839,45194491,301,26,14,"2,858",06-23-2023
10840,45189955,282,38,24,"1,816",06-23-2023
10841,45189685,3,1,1,524,06-23-2023
10842,45187933,343,26,11,"2,882",06-23-2023
10843,45187543,144,12,10,"1,152",06-23-2023
10844,45179152,"1,033",135,555,"29,316",06-23-2023
10845,45176500,242,34,108,"6,083",06-23-2023
10846,45168628,341,49,127,"5,622",06-23-2023
10847,45178339,145,12,3,"1,172",06-23-2023
10848,45172798,316,34,16,"2,245",06-23-2023
10849,45167602,,,,,06-23-2023
10850,45164260,15,,2,175,06-23-2023
10851,45163615,150,14,2,"1,226",06-23-2023
10852,45160414,360,45,35,"2,455",06-23-2023
10853,45158929,656,81,22,"3,561",06-23-2023
10854,45134431,158,37,25,"2,417",06-23-2023
10855,45139474,210,26,29,"4,494",06-23-2023
10856,45157360,68,12,4,432,06-23-2023
10857,45152440,35,2,5,302,06-23-2023
10858,45145945,626,67,38,"4,183",06-23-2023
10859,45143329,83,7,8,766,06-23-2023
10860,45141655,242,31,27,"2,099",06-23-2023
10861,45141313,309,23,5,"2,465",06-23-2023
10862,45141007,29,3,2,139,06-23-2023
10863,45134308,101,6,7,671,06-23-2023
10864,45129991,91,13,13,"1,473",06-23-2023
10865,45130819,151,16,5,"2,066",06-23-2023
10866,45099358,53,6,1,511,06-23-2023
10867,45122929,139,14,6,"1,110",06-23-2023
10868,45119134,69,3,,800,06-23-2023
10869,45116185,653,79,46,"4,752",06-23-2023
10870,45112600,121,22,21,"1,018",06-23-2023
10871,45111796,173,24,49,"2,166",06-23-2023
10872,45111025,202,22,1,"2,344",06-23-2023
10873,45108844,259,30,31,"1,973",06-23-2023
10874,45088573,270,35,30,"7,112",06-23-2023
10875,45104020,319,36,59,"7,994",06-23-2023
10876,45089905,326,60,66,"2,942",06-23-2023
10877,45107590,,,,,06-23-2023
10878,45094600,108,20,20,"1,663",06-23-2023
10879,45099169,118,17,8,"1,994",06-23-2023
10880,45103351,11,,4,172,06-23-2023
10881,45092443,195,27,6,"2,117",06-23-2023
10882,45064558,,,,,06-23-2023
10883,45075301,423,31,27,"4,305",06-23-2023
10884,45059713,167,15,21,"2,942",06-23-2023
10885,45084097,314,26,6,"3,097",06-23-2023
10886,45082042,119,13,2,"1,636",06-23-2023
10887,45075145,336,35,29,"2,880",06-23-2023
10888,45074830,177,7,8,"1,680",06-23-2023
10889,45070252,32,3,8,490,06-23-2023
10890,45067912,295,31,21,"1,989",06-23-2023
10891,45067477,514,62,62,"3,267",06-23-2023
10892,45062014,50,5,12,634,06-23-2023
10893,45058564,128,17,16,860,06-23-2023
10894,45057832,12,2,,240,06-23-2023
10895,45056863,276,36,21,"2,162",06-23-2023
10896,45056881,152,10,16,"1,364",06-23-2023
10897,45017971,99,8,9,"2,074",06-23-2023
10898,45023200,641,60,124,"6,214",06-23-2023
10899,45055786,49,4,1,649,06-23-2023
10900,45054850,509,57,24,"3,975",06-23-2023
10901,45034421,82,7,2,757,06-23-2023
10902,45040081,243,13,7,"1,920",06-23-2023
10903,45028201,386,35,27,"3,046",06-23-2023
10904,45024322,232,21,10,"2,119",06-23-2023
10905,45023794,342,26,20,"2,629",06-23-2023
10906,45013423,"1,015",136,61,"6,893",06-23-2023
10907,44985814,591,97,45,"6,235",06-23-2023
10908,45010582,349,28,18,"2,483",06-23-2023
10909,45010003,160,12,25,951,06-23-2023
10910,45008902,37,3,2,432,06-23-2023
10911,45008725,199,12,1,"2,060",06-23-2023
10912,45006874,237,25,4,"2,055",06-23-2023
10913,44982742,110,8,5,"1,065",06-23-2023
10914,44994568,421,40,35,"3,102",06-23-2023
10915,44991853,89,21,20,800,06-23-2023
10916,44984257,253,20,12,"2,836",06-23-2023
10917,44963443,17,1,32,207,06-23-2023
10918,44968729,554,63,268,"14,928",06-23-2023
10919,44966590,48,8,4,"1,695",06-23-2023
10920,44966692,9,,,136,06-23-2023
10921,44981119,157,6,4,"1,218",06-23-2023
10922,44973634,200,29,13,"1,417",06-23-2023
10923,44967292,48,4,,961,06-23-2023
10924,44951869,22,,,136,06-23-2023
10925,44953672,74,11,7,544,06-23-2023
10926,44948692,160,6,2,"2,686",06-23-2023
10927,44947030,318,45,20,"2,640",06-23-2023
10928,44938747,131,11,,"1,182",06-23-2023
10929,44911999,992,201,521,"22,132",06-23-2023
10930,44929498,484,57,50,"3,232",06-23-2023
10931,44930671,103,10,7,713,06-23-2023
10932,44930326,149,12,5,"1,413",06-23-2023
10933,44928739,128,5,,"1,901",06-23-2023
10934,44918935,196,22,33,863,06-23-2023
10935,44893840,734,75,80,"5,497",06-23-2023
10936,44894392,94,14,5,"1,257",06-23-2023
10937,44908540,176,17,8,"1,623",06-23-2023
10938,44907829,379,47,19,"2,603",06-23-2023
10939,44904502,115,7,5,"1,182",06-23-2023
10940,44893177,287,19,5,"3,388",06-23-2023
10941,44881048,138,19,45,"2,374",06-23-2023
10942,44887732,313,43,26,"4,243",06-23-2023
10943,44887462,256,25,23,"1,827",06-23-2023
10944,44886472,482,48,13,"3,924",06-23-2023
10945,44882212,69,9,8,583,06-23-2023
10946,44881549,41,2,4,312,06-23-2023
10947,44878681,241,17,20,"2,364",06-23-2023
10948,44871055,205,13,23,"1,656",06-23-2023
10949,44870632,631,64,44,"4,924",06-23-2023
10950,44867332,20,3,4,248,06-23-2023
10951,44860075,885,146,163,"18,674",06-23-2023
10952,44842891,520,58,282,"9,392",06-23-2023
10953,44845486,580,77,17,"6,841",06-23-2023
10954,44863678,"1,514",264,244,"12,579",06-23-2023
10955,44850031,"1,063",121,210,"16,147",06-23-2023
10956,44850883,131,13,18,"1,583",06-23-2023
10957,44864599,233,9,4,"2,309",06-23-2023
10958,44864107,76,6,4,693,06-23-2023
10959,44860363,260,27,18,"2,728",06-23-2023
10960,44843365,12,1,2,170,06-23-2023
10961,44824219,92,15,56,"1,430",06-23-2023
10962,44825602,264,21,30,"2,682",06-23-2023
10963,44822773,"1,166",172,86,"7,774",06-23-2023
10964,44835193,314,33,20,"5,066",06-23-2023
10965,44840008,261,20,6,"2,671",06-23-2023
10966,44835571,329,41,34,"2,776",06-23-2023
10967,44830444,197,31,9,"2,531",06-23-2023
10968,44826466,153,17,4,"4,823",06-23-2023
10969,44824879,"1,231",149,88,"8,200",06-23-2023
10970,44820778,131,13,4,"1,511",06-23-2023
10971,44803643,115,14,47,"2,004",06-23-2023
10972,44800979,116,15,8,"1,870",06-23-2023
10973,44791513,320,40,14,"4,814",06-23-2023
10974,44793367,"1,369",204,230,"25,591",06-23-2023
10975,44815111,69,7,4,700,06-23-2023
10976,44811289,218,6,2,"2,230",06-23-2023
10977,44807597,42,,8,254,06-23-2023
10978,44803706,632,72,34,"5,306",06-23-2023
10979,44798203,157,12,14,"1,241",06-23-2023
10980,44795302,273,14,14,"3,390",06-23-2023
10981,44795155,161,18,4,"1,675",06-23-2023
10982,44794078,94,4,13,553,06-23-2023
10983,44793961,162,7,7,"2,129",06-23-2023
10984,44793301,634,124,61,"5,519",06-23-2023
10985,44791187,108,10,5,"2,396",06-23-2023
10986,44782213,4,,4,67,06-23-2023
10987,44781088,249,30,50,"3,404",06-23-2023
10988,44782837,264,38,15,"2,111",06-23-2023
10989,44774395,11,1,2,100,06-23-2023
10990,44766430,653,109,36,"7,135",06-23-2023
10991,44763229,88,7,8,"3,959",06-23-2023
10992,44744098,405,47,27,"3,836",06-23-2023
10993,44740321,27,8,9,920,06-23-2023
10994,44727682,606,49,55,"5,635",06-23-2023
10995,44740261,281,17,24,"2,881",06-23-2023
10996,44740120,245,13,28,"1,402",06-23-2023
10997,44738323,61,8,1,768,06-23-2023
10998,44727628,265,25,20,"3,094",06-23-2023
10999,44715160,7,,6,895,06-23-2023
